date_maj,score_final,score_surete,score_commercial,action_recommandee,fenetre_action,titre,acheteur,pays_execution,type_notice,justification,publication_number,lien_avis,deadline,date_publication,statut_suivi,date_detection
2026-08-18,8.5,10.0,7.0,contacter,court_terme,DRC Skills for Economic Transformation Project,Ministry of Professional Training,COD,Projet BM (Active),"Projet BM Active approuve le 2026-02-26 (300 M USD). Signal AMONT : deploiement a venir en amont de l'appel d'offres. Cible : le titulaire qui executera, pas l'agence.",BMP-P510575,https://projects.worldbank.org/en/projects-operations/project-detail/P510575,2031-06-30,2026-02-26,nouveau,2026-08-13
2026-08-18,3.2,4.4,2.0,ignorer,court_terme,Transforming Rail and Connectivity in Kazakhstan (Middle Corridor Development),NC Kazakhstan Temir Zholy JSC,KAZ,Projet BM (Active),"Projet BM Active approuve le 2026-02-19 (montant n.c.). Signal AMONT : deploiement a venir en amont de l'appel d'offres. Cible : le titulaire qui executera, pas l'agence.",BMP-P512386,https://projects.worldbank.org/en/projects-operations/project-detail/P512386,2031-12-30,2026-02-19,nouveau,2026-08-13
2026-08-18,6.0,10.0,2.0,surveiller,court_terme,Niger Contingent Emergency Response Project (CERP),Cabinet du Premier Ministre - Projet Integre de Developpement Urbain et de Resilience Multisectorielle - PIDUREM,NER,Projet BM (Active),"Projet BM Active approuve le 2026-02-17 (montant n.c.). Signal AMONT : deploiement a venir en amont de l'appel d'offres. Cible : le titulaire qui executera, pas l'agence.",BMP-P509258,https://projects.worldbank.org/en/projects-operations/project-detail/P509258,2031-11-28,2026-02-17,nouveau,2026-08-13
2026-08-18,4.4,6.8,2.0,ignorer,court_terme,Uzbekistan Gas Leak Repair Facility,JSC Uztransgaz,UZB,Projet BM (Active),"Projet BM Active approuve le 2026-02-17 (montant n.c.). Signal AMONT : deploiement a venir en amont de l'appel d'offres. Cible : le titulaire qui executera, pas l'agence.",BMP-P508941,https://projects.worldbank.org/en/projects-operations/project-detail/P508941,2029-01-30,2026-02-17,nouveau,2026-08-13
2026-08-18,3.2,4.4,2.0,ignorer,court_terme,TANZANIA: ECONOMIC INCLUSION OF YOUTH AND WOMEN IN ZANZIBAR PROJECT,Zanzibar Fighting Against Youth Challenges Organization (ZAFAYCO),TZA,Projet BM (Active),"Projet BM Active approuve le 2026-02-16 (3 M USD). Signal AMONT : deploiement a venir en amont de l'appel d'offres. Cible : le titulaire qui executera, pas l'agence.",BMP-P165414,https://projects.worldbank.org/en/projects-operations/project-detail/P165414,2029-09-27,2026-02-16,nouveau,2026-08-13
2026-08-18,5.2,4.4,6.0,surveiller,court_terme,Access to Basic Services and Performance Improvement Project (PASBAP),"CN-TIPPEE,Gabonese Energy and Water Company (SEEG),Ministry of Universal Access to Water and Energy",GAB,Projet BM (Active),"Projet BM Active approuve le 2026-02-05 (150 M USD). Signal AMONT : deploiement a venir en amont de l'appel d'offres. Cible : le titulaire qui executera, pas l'agence.",BMP-P179643,https://projects.worldbank.org/en/projects-operations/project-detail/P179643,2032-06-30,2026-02-05,nouveau,2026-08-13
2026-08-18,6.4,6.8,6.0,surveiller,court_terme,Karachi Mobility Project,,PAK,Projet BM (Active),"Projet BM Active approuve le 2026-01-29 (158 M USD). Signal AMONT : deploiement a venir en amont de l'appel d'offres. Cible : le titulaire qui executera, pas l'agence.",BMP-P512367,https://projects.worldbank.org/en/projects-operations/project-detail/P512367,,2026-01-29,nouveau,2026-08-13
2026-08-18,5.7,4.4,7.0,surveiller,court_terme,Social Safety Net Enhancement and System Building Project,Ministry of Social Affairs,LBN,Projet BM (Active),"Projet BM Active approuve le 2026-01-26 (200 M USD). Signal AMONT : deploiement a venir en amont de l'appel d'offres. Cible : le titulaire qui executera, pas l'agence.",BMP-P512384,https://projects.worldbank.org/en/projects-operations/project-detail/P512384,2029-12-31,2026-01-26,nouveau,2026-08-13
2026-08-18,5.2,4.4,6.0,surveiller,court_terme,Lebanon Digital Acceleration Project,Office of the Minister of State for Administrative Reform (OMSAR),LBN,Projet BM (Active),"Projet BM Active approuve le 2026-01-26 (150 M USD). Signal AMONT : deploiement a venir en amont de l'appel d'offres. Cible : le titulaire qui executera, pas l'agence.",BMP-P506791,https://projects.worldbank.org/en/projects-operations/project-detail/P506791,2031-06-30,2026-01-26,nouveau,2026-08-13
2026-08-18,6.0,10.0,2.0,surveiller,court_terme,Second Growth Foundations Development Policy Operation,,UKR,Projet BM (Active),"Projet BM Active approuve le 2026-01-21 (montant n.c.). Signal AMONT : deploiement a venir en amont de l'appel d'offres. Cible : le titulaire qui executera, pas l'agence.",BMP-P515168,https://projects.worldbank.org/en/projects-operations/project-detail/P515168,,2026-01-21,nouveau,2026-08-13
2026-08-18,7.5,10.0,5.0,contacter,court_terme,Afghanistan Community Resilience and Livelihoods Project,,AFG,Projet BM (Active),"Projet BM Active approuve le 2026-01-20 (95 M USD). Signal AMONT : deploiement a venir en amont de l'appel d'offres. Cible : le titulaire qui executera, pas l'agence.",BMP-P508839,https://projects.worldbank.org/en/projects-operations/project-detail/P508839,,2026-01-20,nouveau,2026-08-13
2026-08-18,5.2,4.4,6.0,surveiller,court_terme,Women Entrepreneurship Development and Access to Finance Program,"Agence de Développement des PMEs (ADPME),Caisse de Dépôts et des Consignation du Benin,Ministry of SME Promotion,SME Investment and Guarantee Fund (FIGPME):",BEN,Projet BM (Active),"Projet BM Active approuve le 2026-01-15 (100 M USD). Signal AMONT : deploiement a venir en amont de l'appel d'offres. Cible : le titulaire qui executera, pas l'agence.",BMP-P500561,https://projects.worldbank.org/en/projects-operations/project-detail/P500561,2032-01-31,2026-01-15,nouveau,2026-08-13
2026-08-18,4.4,6.8,2.0,ignorer,court_terme,Support to Resilient and Sustainable Social Protection in Jordan,Ministry of Social Development,JOR,Projet BM (Active),"Projet BM Active approuve le 2026-01-14 (montant n.c.). Signal AMONT : deploiement a venir en amont de l'appel d'offres. Cible : le titulaire qui executera, pas l'agence.",BMP-P512635,https://projects.worldbank.org/en/projects-operations/project-detail/P512635,2027-04-30,2026-01-14,nouveau,2026-08-13
2026-08-18,4.4,6.8,2.0,ignorer,court_terme,Cameroon Contingent Emergency Response Project,"Ministry of Economy, Planning, and Regional Development",CMR,Projet BM (Active),"Projet BM Active approuve le 2026-01-09 (montant n.c.). Signal AMONT : deploiement a venir en amont de l'appel d'offres. Cible : le titulaire qui executera, pas l'agence.",BMP-P513151,https://projects.worldbank.org/en/projects-operations/project-detail/P513151,2032-01-15,2026-01-09,nouveau,2026-08-13
2026-08-18,3.7,4.4,3.0,ignorer,court_terme,Renewable Energy and Improved Utility Performance Project,,CPV,Projet BM (Active),"Projet BM Active approuve le 2026-01-08 (13 M USD). Signal AMONT : deploiement a venir en amont de l'appel d'offres. Cible : le titulaire qui executera, pas l'agence.",BMP-P507878,https://projects.worldbank.org/en/projects-operations/project-detail/P507878,,2026-01-08,nouveau,2026-08-13
2026-08-18,4.7,4.4,5.0,surveiller,court_terme,Togo Essential Quality Health Services For Universal Health Coverage Project,,TGO,Projet BM (Active),"Projet BM Active approuve le 2025-12-24 (70 M USD). Signal AMONT : deploiement a venir en amont de l'appel d'offres. Cible : le titulaire qui executera, pas l'agence.",BMP-P509061,https://projects.worldbank.org/en/projects-operations/project-detail/P509061,,2025-12-24,nouveau,2026-08-13
2026-08-18,7.0,10.0,4.0,contacter,court_terme,Improving Healthcare Services in Somalia Project (“Damal Caafimaad”),,SOM,Projet BM (Active),"Projet BM Active approuve le 2025-12-22 (28 M USD). Signal AMONT : deploiement a venir en amont de l'appel d'offres. Cible : le titulaire qui executera, pas l'agence.",BMP-P514269,https://projects.worldbank.org/en/projects-operations/project-detail/P514269,,2025-12-22,nouveau,2026-08-13
2026-08-18,6.4,6.8,6.0,surveiller,court_terme,Pakistan Public Resources for Inclusive Development Multiphase Programmatic Approach: Phase 1-Sindh,Province of Sindh,PAK,Projet BM (Active),"Projet BM Active approuve le 2025-12-19 (100 M USD). Signal AMONT : deploiement a venir en amont de l'appel d'offres. Cible : le titulaire qui executera, pas l'agence.",BMP-P511459,https://projects.worldbank.org/en/projects-operations/project-detail/P511459,2030-12-31,2025-12-19,nouveau,2026-08-13
2026-08-18,7.4,6.8,8.0,contacter,court_terme,Fostering Inclusive Finance for MSMEs in Nigeria (FINCLUDE) Project,Development Bank of Nigeria (DBN),NGA,Projet BM (Active),"Projet BM Active approuve le 2025-12-19 (500 M USD). Signal AMONT : deploiement a venir en amont de l'appel d'offres. Cible : le titulaire qui executera, pas l'agence.",BMP-P511062,https://projects.worldbank.org/en/projects-operations/project-detail/P511062,2031-06-30,2025-12-19,nouveau,2026-08-13
2026-08-18,7.4,6.8,8.0,contacter,court_terme,Pakistan Public Resources for Inclusive Development Multiphase Programmatic Approach: Federal,Ministry of Finance,PAK,Projet BM (Active),"Projet BM Active approuve le 2025-12-19 (600 M USD). Signal AMONT : deploiement a venir en amont de l'appel d'offres. Cible : le titulaire qui executera, pas l'agence.",BMP-P509827,https://projects.worldbank.org/en/projects-operations/project-detail/P509827,2030-12-31,2025-12-19,nouveau,2026-08-13
2026-08-18,5.9,6.8,5.0,surveiller,court_terme,"Agriculture Resilience, Value Chain Development and Innovation (ARDI) Program",,JOR,Projet BM (Active),"Projet BM Active approuve le 2025-12-19 (90 M USD). Signal AMONT : deploiement a venir en amont de l'appel d'offres. Cible : le titulaire qui executera, pas l'agence.",BMP-P507315,https://projects.worldbank.org/en/projects-operations/project-detail/P507315,,2025-12-19,nouveau,2026-08-13
2026-08-18,6.0,10.0,2.0,surveiller,court_terme,Lifting Education Access and Resilience in times of Need in Ukraine Program,,UKR,Projet BM (Active),"Projet BM Active approuve le 2025-12-18 (montant n.c.). Signal AMONT : deploiement a venir en amont de l'appel d'offres. Cible : le titulaire qui executera, pas l'agence.",BMP-P512670,https://projects.worldbank.org/en/projects-operations/project-detail/P512670,,2025-12-18,nouveau,2026-08-13
2026-08-18,4.7,4.4,5.0,surveiller,court_terme,Integrated Water Management and Development Project,,UGA,Projet BM (Active),"Projet BM Active approuve le 2025-12-18 (65 M USD). Signal AMONT : deploiement a venir en amont de l'appel d'offres. Cible : le titulaire qui executera, pas l'agence.",BMP-P510776,https://projects.worldbank.org/en/projects-operations/project-detail/P510776,,2025-12-18,nouveau,2026-08-13
2026-08-18,6.0,10.0,2.0,surveiller,court_terme,Palestinian Emergency Financing Facility,,PSE,Projet BM (Active),"Projet BM Active approuve le 2025-12-16 (montant n.c.). Signal AMONT : deploiement a venir en amont de l'appel d'offres. Cible : le titulaire qui executera, pas l'agence.",BMP-P514474,https://projects.worldbank.org/en/projects-operations/project-detail/P514474,,2025-12-16,nouveau,2026-08-13
2026-08-18,6.4,6.8,6.0,surveiller,court_terme,Access to Finance for Jobs and Growth MPA Phase 1 - Uzbekistan,"Central Bank of Uzbekistan,Entrepreneurship Development Company",UZB,Projet BM (Active),"Projet BM Active approuve le 2025-12-15 (100 M USD). Signal AMONT : deploiement a venir en amont de l'appel d'offres. Cible : le titulaire qui executera, pas l'agence.",BMP-P511700,https://projects.worldbank.org/en/projects-operations/project-detail/P511700,2030-12-31,2025-12-15,nouveau,2026-08-13
2026-08-18,6.0,10.0,2.0,surveiller,court_terme,"Niger, Improving Women’s and Girls’ Access to Improved Health and Nutrition Services in the Priority Areas Project – LAFIA-IYALI",,NER,Projet BM (Active),"Projet BM Active approuve le 2025-12-12 (6 M USD). Signal AMONT : deploiement a venir en amont de l'appel d'offres. Cible : le titulaire qui executera, pas l'agence.",BMP-P512908,https://projects.worldbank.org/en/projects-operations/project-detail/P512908,,2025-12-12,nouveau,2026-08-13
2026-08-18,6.9,6.8,7.0,contacter,court_terme,Accelerating Sustainable and Clean Energy Access Transformation in Mozambique,,MOZ,Projet BM (Active),"Projet BM Active approuve le 2025-12-12 (200 M USD). Signal AMONT : deploiement a venir en amont de l'appel d'offres. Cible : le titulaire qui executera, pas l'agence.",BMP-P512418,https://projects.worldbank.org/en/projects-operations/project-detail/P512418,,2025-12-12,nouveau,2026-08-13
2026-08-18,5.7,4.4,7.0,surveiller,court_terme,Primary Education Equity in Learning Program,,KEN,Projet BM (Active),"Projet BM Active approuve le 2025-12-12 (250 M USD). Signal AMONT : deploiement a venir en amont de l'appel d'offres. Cible : le titulaire qui executera, pas l'agence.",BMP-P510616,https://projects.worldbank.org/en/projects-operations/project-detail/P510616,,2025-12-12,nouveau,2026-08-13
2026-08-18,5.2,4.4,6.0,surveiller,court_terme,Togo's First Invest-4-Jobs Development Policy Financing (DPF) Operation,Ministry of Finance and Budget,TGO,Projet BM (Active),"Projet BM Active approuve le 2025-12-12 (150 M USD). Signal AMONT : deploiement a venir en amont de l'appel d'offres. Cible : le titulaire qui executera, pas l'agence.",BMP-P510580,https://projects.worldbank.org/en/projects-operations/project-detail/P510580,2027-05-31,2025-12-12,nouveau,2026-08-13
2026-08-18,6.9,6.8,7.0,contacter,court_terme,"EduImkon: Redesigning Opportunity, Delivering Educational Equity",Ministry of Economy and Finance,UZB,Projet BM (Active),"Projet BM Active approuve le 2025-12-11 (250 M USD). Signal AMONT : deploiement a venir en amont de l'appel d'offres. Cible : le titulaire qui executera, pas l'agence.",BMP-P513279,https://projects.worldbank.org/en/projects-operations/project-detail/P513279,2028-12-31,2025-12-11,nouveau,2026-08-13
2026-08-18,6.9,6.8,7.0,contacter,court_terme,Livable and Productive Cities Operation,Ministry of Economy and Finance of the Republic of Uzbekistan,UZB,Projet BM (Active),"Projet BM Active approuve le 2025-12-11 (250 M USD). Signal AMONT : deploiement a venir en amont de l'appel d'offres. Cible : le titulaire qui executera, pas l'agence.",BMP-P508451,https://projects.worldbank.org/en/projects-operations/project-detail/P508451,2031-02-15,2025-12-11,nouveau,2026-08-13
2026-08-18,6.9,6.8,7.0,contacter,court_terme,Punjab Inclusive Cities Program,"Government of Punjab, through the Local Government and Community Development Department",PAK,Projet BM (Active),"Projet BM Active approuve le 2025-12-11 (400 M USD). Signal AMONT : deploiement a venir en amont de l'appel d'offres. Cible : le titulaire qui executera, pas l'agence.",BMP-P508094,https://projects.worldbank.org/en/projects-operations/project-detail/P508094,2030-12-31,2025-12-11,nouveau,2026-08-13
2026-08-18,3.7,4.4,3.0,ignorer,court_terme,Cabo Verde Third Fiscal Space and Sustainable Growth Development Policy Financing,Ministry of Finance,CPV,Projet BM (Active),"Projet BM Active approuve le 2025-12-11 (15 M USD). Signal AMONT : deploiement a venir en amont de l'appel d'offres. Cible : le titulaire qui executera, pas l'agence.",BMP-P501992,https://projects.worldbank.org/en/projects-operations/project-detail/P501992,2026-12-31,2025-12-11,nouveau,2026-08-13
2026-08-18,4.7,4.4,5.0,surveiller,court_terme,Burundi Water Supply and Sanitation Access Project,"Ministry of Mineral Resources, Energy, Industry, Trade and Tourism ,REGIDESO",BDI,Projet BM (Active),"Projet BM Active approuve le 2025-12-10 (80 M USD). Signal AMONT : deploiement a venir en amont de l'appel d'offres. Cible : le titulaire qui executera, pas l'agence.",BMP-P507207,https://projects.worldbank.org/en/projects-operations/project-detail/P507207,2030-12-31,2025-12-10,nouveau,2026-08-13
2026-08-18,6.9,6.8,7.0,contacter,court_terme,Urban Productive Safety Net and Jobs Project,,ETH,Projet BM (Active),"Projet BM Active approuve le 2025-12-09 (250 M USD). Signal AMONT : deploiement a venir en amont de l'appel d'offres. Cible : le titulaire qui executera, pas l'agence.",BMP-P511363,https://projects.worldbank.org/en/projects-operations/project-detail/P511363,,2025-12-09,nouveau,2026-08-13
2026-08-18,4.2,4.4,4.0,ignorer,court_terme,Mauritania First Reforms for Inclusive and Sustainable Growth DPF,Ministry of Economic Affairs and Development,MRT,Projet BM (Active),"Projet BM Active approuve le 2025-11-25 (30 M USD). Signal AMONT : deploiement a venir en amont de l'appel d'offres. Cible : le titulaire qui executera, pas l'agence.",BMP-P511001,https://projects.worldbank.org/en/projects-operations/project-detail/P511001,2027-06-01,2025-11-25,nouveau,2026-08-13
2026-08-18,4.2,4.4,4.0,ignorer,court_terme,The Gambia Advancing Reforms  for Inclusive and Sustainable Economic Growth (ARISE) DPF1,Ministry of Finance and Economic Affairs,GMB,Projet BM (Active),"Projet BM Active approuve le 2025-11-24 (45 M USD). Signal AMONT : deploiement a venir en amont de l'appel d'offres. Cible : le titulaire qui executera, pas l'agence.",BMP-P510637,https://projects.worldbank.org/en/projects-operations/project-detail/P510637,2027-12-31,2025-11-24,nouveau,2026-08-13
2026-08-18,5.2,4.4,6.0,surveiller,court_terme,Ghana Landscape Restoration and Small-Scale Mining Project,,GHA,Projet BM (Active),"Projet BM Active approuve le 2025-11-24 (103 M USD). Signal AMONT : deploiement a venir en amont de l'appel d'offres. Cible : le titulaire qui executera, pas l'agence.",BMP-P506453,https://projects.worldbank.org/en/projects-operations/project-detail/P506453,,2025-11-24,nouveau,2026-08-13
2026-08-18,5.7,4.4,7.0,surveiller,court_terme,Huila-Cunene Interconnection Project,National Transmission Company (RNT),AGO,Projet BM (Active),"Projet BM Active approuve le 2025-11-21 (334 M USD). Signal AMONT : deploiement a venir en amont de l'appel d'offres. Cible : le titulaire qui executera, pas l'agence.",BMP-P512716,https://projects.worldbank.org/en/projects-operations/project-detail/P512716,2030-12-31,2025-11-21,nouveau,2026-08-13
2026-08-18,5.2,4.4,6.0,surveiller,court_terme,Revenue Improvement and Spending Efficiency Program-for-Results Operation,"Ministry of Finance and Economic Planning (MINECOFIN),Ministry of Local Governments (MINALOC)",RWA,Projet BM (Active),"Projet BM Active approuve le 2025-11-21 (100 M USD). Signal AMONT : deploiement a venir en amont de l'appel d'offres. Cible : le titulaire qui executera, pas l'agence.",BMP-P507538,https://projects.worldbank.org/en/projects-operations/project-detail/P507538,2029-12-31,2025-11-21,nouveau,2026-08-13
2026-08-18,5.7,4.4,7.0,surveiller,court_terme,"Angola Health Emergency Preparedness, Response, and Resilience Project Using the Multi-Phase Programmatic Approach",Angola Ministry of Health,AGO,Projet BM (Active),"Projet BM Active approuve le 2025-11-21 (250 M USD). Signal AMONT : deploiement a venir en amont de l'appel d'offres. Cible : le titulaire qui executera, pas l'agence.",BMP-P507385,https://projects.worldbank.org/en/projects-operations/project-detail/P507385,2030-03-31,2025-11-21,nouveau,2026-08-13
2026-08-18,3.7,4.4,3.0,ignorer,court_terme,CAR - Emergency Infrastructure and Connectivity Recovery Project,,CAF,Projet BM (Active),"Projet BM Active approuve le 2025-11-11 (10 M USD). Signal AMONT : deploiement a venir en amont de l'appel d'offres. Cible : le titulaire qui executera, pas l'agence.",BMP-P513082,https://projects.worldbank.org/en/projects-operations/project-detail/P513082,,2025-11-11,nouveau,2026-08-13
2026-08-18,3.2,4.4,2.0,ignorer,court_terme,Girls' Education and Women's Empowerment and Livelihoods for Human Capital Project,,ZMB,Projet BM (Active),"Projet BM Active approuve le 2025-11-10 (montant n.c.). Signal AMONT : deploiement a venir en amont de l'appel d'offres. Cible : le titulaire qui executera, pas l'agence.",BMP-P510548,https://projects.worldbank.org/en/projects-operations/project-detail/P510548,,2025-11-10,nouveau,2026-08-13
2026-08-18,3.2,4.4,2.0,ignorer,court_terme,Guinea Bissau Contingent Emergency Response Project (CERP),"Ministry of Public Works, Housing and Urbanism",GNB,Projet BM (Active),"Projet BM Active approuve le 2025-11-09 (montant n.c.). Signal AMONT : deploiement a venir en amont de l'appel d'offres. Cible : le titulaire qui executera, pas l'agence.",BMP-P509755,https://projects.worldbank.org/en/projects-operations/project-detail/P509755,2031-11-07,2025-11-09,nouveau,2026-08-13
2026-08-18,8.0,10.0,6.0,contacter,court_terme,Human Capital Protection Project,,BFA,Projet BM (Active),"Projet BM Active approuve le 2025-10-31 (100 M USD). Signal AMONT : deploiement a venir en amont de l'appel d'offres. Cible : le titulaire qui executera, pas l'agence.",BMP-P511539,https://projects.worldbank.org/en/projects-operations/project-detail/P511539,,2025-10-31,nouveau,2026-08-13
2026-08-18,5.2,4.4,6.0,surveiller,court_terme,Chad MSME Development and Access to Finance,Ministry of Trade and Industry / Ministère du Commerce et de l'Industrie,TCD,Projet BM (Active),"Projet BM Active approuve le 2025-10-31 (100 M USD). Signal AMONT : deploiement a venir en amont de l'appel d'offres. Cible : le titulaire qui executera, pas l'agence.",BMP-P507617,https://projects.worldbank.org/en/projects-operations/project-detail/P507617,2031-12-31,2025-10-31,nouveau,2026-08-13
2026-08-18,4.7,4.4,5.0,surveiller,court_terme,Republic of Congo Strengthening Urban Resilience Project,"Ministry of Construction, Urbanism and Housing                                                      ,Ministry of Territorial Development and Major Works",COG,Projet BM (Active),"Projet BM Active approuve le 2025-10-30 (60 M USD). Signal AMONT : deploiement a venir en amont de l'appel d'offres. Cible : le titulaire qui executera, pas l'agence.",BMP-P179190,https://projects.worldbank.org/en/projects-operations/project-detail/P179190,2031-10-31,2025-10-30,nouveau,2026-08-13
2026-08-18,5.7,4.4,7.0,surveiller,court_terme,Rwanda - Energy Access and Quality Improvement Project,,RWA,Projet BM (Active),"Projet BM Active approuve le 2025-10-27 (288 M USD). Signal AMONT : deploiement a venir en amont de l'appel d'offres. Cible : le titulaire qui executera, pas l'agence.",BMP-P513031,https://projects.worldbank.org/en/projects-operations/project-detail/P513031,,2025-10-27,nouveau,2026-08-13
2026-08-18,3.2,4.4,2.0,ignorer,court_terme,Kyrgyz Republic Contingent Emergency Response Project,Ministry of Emergency Situation,KGZ,Projet BM (Active),"Projet BM Active approuve le 2025-10-24 (montant n.c.). Signal AMONT : deploiement a venir en amont de l'appel d'offres. Cible : le titulaire qui executera, pas l'agence.",BMP-P509818,https://projects.worldbank.org/en/projects-operations/project-detail/P509818,2031-10-24,2025-10-24,nouveau,2026-08-13
2026-08-18,7.4,6.8,8.0,contacter,court_terme,First Advancing Global Integration and Market Transition Uzbekistan Programmatic Development Policy Operation,Ministry of Economy and Finance,UZB,Projet BM (Active),"Projet BM Active approuve le 2025-10-10 (800 M USD). Signal AMONT : deploiement a venir en amont de l'appel d'offres. Cible : le titulaire qui executera, pas l'agence.",BMP-P511920,https://projects.worldbank.org/en/projects-operations/project-detail/P511920,2027-06-30,2025-10-10,nouveau,2026-08-13
2026-08-18,4.4,6.8,2.0,ignorer,court_terme,Restoring Ecosystems for Marine Pollution Prevention (RE-MAP),"Ministry of Environment,National Office for Environmental Projects Implementation (NOEPI)",MDA,Projet BM (Active),"Projet BM Active approuve le 2025-10-10 (montant n.c.). Signal AMONT : deploiement a venir en amont de l'appel d'offres. Cible : le titulaire qui executera, pas l'agence.",BMP-P505546,https://projects.worldbank.org/en/projects-operations/project-detail/P505546,2030-12-31,2025-10-10,nouveau,2026-08-13
2026-08-18,5.2,4.4,6.0,surveiller,court_terme,RESULTS ACCELERATION PROGRAM FOR INCLUSIVE DIGITALIZATION IN CÔTE D'IVOIRE - PHASE 1,Ministry of Digital Transition and Digitalization,CIV,Projet BM (Active),"Projet BM Active approuve le 2025-10-09 (150 M USD). Signal AMONT : deploiement a venir en amont de l'appel d'offres. Cible : le titulaire qui executera, pas l'agence.",BMP-P180059,https://projects.worldbank.org/en/projects-operations/project-detail/P180059,2030-08-31,2025-10-09,nouveau,2026-08-13
2026-08-18,7.4,6.8,8.0,contacter,court_terme,Building Resilient Digital Infrastructure for Growth - BRIDGE,Federal Ministry of Communications and Digital Economy,NGA,Projet BM (Active),"Projet BM Active approuve le 2025-10-06 (500 M USD). Signal AMONT : deploiement a venir en amont de l'appel d'offres. Cible : le titulaire qui executera, pas l'agence.",BMP-P508383,https://projects.worldbank.org/en/projects-operations/project-detail/P508383,2030-09-30,2025-10-06,nouveau,2026-08-13
2026-08-18,3.7,4.4,3.0,ignorer,court_terme,Second Tanzania Water Sector Support Project,,TZA,Projet BM (Active),"Projet BM Active approuve le 2025-10-06 (14 M USD). Signal AMONT : deploiement a venir en amont de l'appel d'offres. Cible : le titulaire qui executera, pas l'agence.",BMP-P508033,https://projects.worldbank.org/en/projects-operations/project-detail/P508033,,2025-10-06,nouveau,2026-08-13
2026-08-18,6.0,10.0,2.0,surveiller,court_terme,Palestinian Emergency Financing Facility,,PSE,Projet BM (Active),"Projet BM Active approuve le 2025-10-03 (montant n.c.). Signal AMONT : deploiement a venir en amont de l'appel d'offres. Cible : le titulaire qui executera, pas l'agence.",BMP-P513300,https://projects.worldbank.org/en/projects-operations/project-detail/P513300,,2025-10-03,nouveau,2026-08-13
2026-08-18,8.0,10.0,6.0,contacter,court_terme,Improving Healthcare Services in Somalia Project (“Damal Caafimaad”),,SOM,Projet BM (Active),"Projet BM Active approuve le 2025-09-30 (100 M USD). Signal AMONT : deploiement a venir en amont de l'appel d'offres. Cible : le titulaire qui executera, pas l'agence.",BMP-P511167,https://projects.worldbank.org/en/projects-operations/project-detail/P511167,,2025-09-30,nouveau,2026-08-13
2026-08-18,5.7,4.4,7.0,surveiller,court_terme,Sustainable Rural Water Supply and Sanitation Program Phase II,"Ministry of Water (Mainland),Ministry of Water, Energy and Mines (Zanzibar)",TZA,Projet BM (Active),"Projet BM Active approuve le 2025-09-30 (200 M USD). Signal AMONT : deploiement a venir en amont de l'appel d'offres. Cible : le titulaire qui executera, pas l'agence.",BMP-P508698,https://projects.worldbank.org/en/projects-operations/project-detail/P508698,2030-09-30,2025-09-30,nouveau,2026-08-13
2026-08-18,6.9,6.8,7.0,contacter,court_terme,"Health Security Program in Western and Central Africa, Nigeria - Phase II",Nigeria Centres for Disease Control and Prevention (NCDC),NGA,Projet BM (Active),"Projet BM Active approuve le 2025-09-30 (250 M USD). Signal AMONT : deploiement a venir en amont de l'appel d'offres. Cible : le titulaire qui executera, pas l'agence.",BMP-P508003,https://projects.worldbank.org/en/projects-operations/project-detail/P508003,2030-12-31,2025-09-30,nouveau,2026-08-13
2026-08-18,5.2,4.4,6.0,surveiller,court_terme,Rwanda Disaster Risk Management Development Policy Credit with a Catastrophe Deferred Drawdown Option,Ministry in charge of Emergency Management (MINEMA),RWA,Projet BM (Active),"Projet BM Active approuve le 2025-09-26 (141 M USD). Signal AMONT : deploiement a venir en amont de l'appel d'offres. Cible : le titulaire qui executera, pas l'agence.",BMP-P181603,https://projects.worldbank.org/en/projects-operations/project-detail/P181603,2028-12-31,2025-09-26,nouveau,2026-08-13
2026-08-18,4.2,4.4,4.0,ignorer,court_terme,Sierra Leone Water Security and WASH Access Improvement Project,"Ministry of Finance,Ministry of Water Resources and Sanitation",SLE,Projet BM (Active),"Projet BM Active approuve le 2025-09-25 (40 M USD). Signal AMONT : deploiement a venir en amont de l'appel d'offres. Cible : le titulaire qui executera, pas l'agence.",BMP-P507588,https://projects.worldbank.org/en/projects-operations/project-detail/P507588,2031-12-31,2025-09-25,nouveau,2026-08-13
2026-08-18,8.0,10.0,6.0,contacter,court_terme,Building Opportunities and Outcomes in Social Protection and Youth Employment,"Ministry of Labor and Social Affairs,Ministry of Labor, Social Affairs and Family, Government of Somaliland",SOM,Projet BM (Active),"Projet BM Active approuve le 2025-09-25 (100 M USD). Signal AMONT : deploiement a venir en amont de l'appel d'offres. Cible : le titulaire qui executera, pas l'agence.",BMP-P507443,https://projects.worldbank.org/en/projects-operations/project-detail/P507443,2029-12-31,2025-09-25,nouveau,2026-08-13
2026-08-18,5.2,4.4,6.0,surveiller,court_terme,Transforming Landscapes for Resilience and Development in Zambia II,Ministry of Environment and Green Economy,ZMB,Projet BM (Active),"Projet BM Active approuve le 2025-09-23 (100 M USD). Signal AMONT : deploiement a venir en amont de l'appel d'offres. Cible : le titulaire qui executera, pas l'agence.",BMP-P507971,https://projects.worldbank.org/en/projects-operations/project-detail/P507971,2030-12-18,2025-09-23,nouveau,2026-08-13
