date_maj,score_final,score_surete,score_commercial,action_recommandee,fenetre_action,niveau_opportunite_amarante,titre,acheteur,pays_execution,pays_acheteur,type_client,type_mobilite,profil_personnes_exposees,duree_estimee,accessibilite_commerciale,securite_existante_detectee,profils_acteurs_probables,justification,confiance,modele,raffine,divergence,source_mode_b,pays_execution_incertitude,publication_number,lien_avis,deadline,date_publication,statut_suivi,valeur_estimee,date_detection
2026-07-21,5.4,4.8,6.0,surveiller,indetermine,faible,New Caledonia – Construction work for dams and similar fixed structures – STEP de Tontouta - Nouvelle Calédonie,Société Néo-Calédonienne d'Energie,"NCL, FR105, FRA",NCL,entreprise_privee,chantier,technicien,longue_ou_residente,difficile,False,"consortium d'ingénierie hydraulique et génie civil spécialisé en hydroélectricité, bureau d'études en énergie renouvelable avec capacité EPC, groupement d'entreprises de travaux publics et d'équipements électromécaniques","Le projet se déroule en Nouvelle-Calédonie, territoire français d'outre-mer classé comme zone à risque sécuritaire faible pour les standards d'Amarante. Bien que le chantier implique un déploiement physique long et multi-phases avec des techniciens internationaux sur site isolé, le contexte sécuritaire local ne génère pas de besoin opérationnel d'escorte, de protection rapprochée ou de véhicule sécurisé justifiant une prestation commerciale.",0.82,claude-sonnet-4-6,True,False,False,False,501944-2026,https://ted.europa.eu/en/notice/501944-2026/html,,2026-07-21+02:00,nouveau,inconnu,2026-07-21
2026-07-21,5.2,4.0,6.5,surveiller,indetermine,moyen,"Belgium – Electricity, heating, solar and nuclear energy – Mobile Boiler for the Cabinet of Ministers buildings in Kiev",Enabel,"UKR, UKR",BEL,bailleur_donateur,capitale,technicien,courte_ponctuelle,moyenne,False,"fournisseur européen de matériel thermique industriel avec capacité de livraison et installation en zone de conflit, prestataire logistique spécialisé en déploiement d'équipements en Ukraine, bureau technique assurant la mise en service et la maintenance de chaudières mobiles","La livraison et l'installation d'une chaudière mobile à Kiev pour les bâtiments du Cabinet des ministres ukrainien implique un déploiement physique de techniciens étrangers en Ukraine, pays en guerre active. Les équipes de mise en service et de maintenance sur site à Kiev nécessitent un accompagnement sécurisé (véhicule sécurisé, chauffeur sécurité, briefing terrain) même si la mobilité reste limitée à la capitale. L'acheteur Enabel est un bailleur belge, ce qui ouvre une accessibilité commerciale réelle pour un prestataire de sûreté externe.",0.62,claude-sonnet-4-6,True,True,False,False,502325-2026,https://ted.europa.eu/en/notice/502325-2026/html,,2026-07-21+02:00,nouveau,inconnu,2026-07-21
2026-07-22,6.2,5.5,7.0,contacter,immediate,moyen,Germany – Energy and related services – 10016508-Appui à la transition énergétique au Sénégal (PED III),Deutsche Gesellschaft für Internationale Zusammenarbeit (GIZ) GmbH,"SEN, SEN",DEU,bailleur_donateur,multi_sites,expert_international,longue_ou_residente,moyenne,False,"bureau d'études spécialisé en transition énergétique et énergies renouvelables, consortium d'assistance technique en politiques énergétiques pour l'Afrique subsaharienne, cabinet de conseil en efficacité énergétique avec expérience GIZ, opérateur de coopération technique franco-allemand ou européen","Le projet implique des experts internationaux déployés sur une durée de trois ans au Sénégal, avec des déplacements probables vers des zones d'électrification rurale décentralisées hors capitale, ce qui génère un besoin réel de chauffeur sécurité et de véhicule sécurisé pour les missions terrain. Le Sénégal reste un pays à risque modéré mais les zones rurales d'intervention (ASER, électrification rurale) peuvent nécessiter un accompagnement opérationnel ponctuel ou régulier.",0.62,claude-sonnet-4-6,True,False,False,False,507629-2026,https://ted.europa.eu/en/notice/507629-2026/html,2026-07-30T23:59:59+02:00,2026-07-22+02:00,nouveau,inconnu,2026-07-22
2026-07-22,5.9,5.5,7.0,surveiller,court_terme,faible,Germany – Environmental planning – 10015490-Development of a green corridor project and street design training in Dakar,Deutsche Gesellschaft für Internationale Zusammenarbeit (GIZ) GmbH,"SEN, SEN",DEU,bailleur_donateur,multi_sites,expert_international,longue_ou_residente,moyenne,False,"bureau d'études en mobilité urbaine et planification des transports, consortium d'ingénierie urbaine européen avec expertise en aménagement durable, cabinet de conseil en développement urbain spécialisé Afrique de l'Ouest, expert international en infrastructure cyclable et piétonne","La mission concerne la planification d'un corridor vert et une formation en conception de voirie à Dakar, capitale sécurisée du Sénégal, pays à risque modéré sans zone de conflit active. Les experts déployés travailleront principalement en milieu urbain institutionnel avec des contreparties gouvernementales sénégalaises, sans mobilité vers des zones isolées ou à risque élevé. Le profil de déplacement reste intra-urbain dans une capitale, ce qui ne génère pas de besoin opérationnel d'escorte ou de protection rapprochée justifiant une prestation Amarante.",0.72,claude-sonnet-4-6,True,False,False,False,507269-2026,https://ted.europa.eu/en/notice/507269-2026/html,2026-08-13T23:59:59+02:00,2026-07-22+02:00,nouveau,inconnu,2026-07-22
2026-07-24,6.2,5.5,7.0,contacter,indetermine,moyen,France – Environmental issues consultancy services – Enhanced Integrated Flood Resilience and Adaptation Investment Program (EIFRAIP) – support to Component 1B and LGU participation partially contributing to Component 3,Agence Française du développement,"PHL, PHL",FRA,bailleur_donateur,multi_sites,expert_international,longue_ou_residente,moyenne,False,"bureau d'études spécialisé en gestion des risques d'inondation et adaptation climatique, consortium d'ingénierie environnementale et hydraulique à dimension internationale, cabinet de conseil en développement territorial avec expertise Asie du Sud-Est","Le programme EIFRAIP implique des experts internationaux déployés aux Philippines sur plusieurs composantes territoriales incluant des collectivités locales (LGU), ce qui suggère des déplacements multi-sites en dehors de la capitale vers des zones potentiellement exposées aux risques naturels et aux tensions locales ; un accompagnement sécurisé (véhicule, chauffeur sécurité, briefing terrain) est plausible, mais l'absence de mention explicite de zones à haut risque sécuritaire et la nature environnementale du mandat limitent l'urgence opérationnelle perçue.",0.55,claude-sonnet-4-6,True,False,False,False,510061-2026,https://ted.europa.eu/en/notice/510061-2026/html,,2026-07-23+02:00,nouveau,inconnu,2026-07-24
2026-07-24,2.8,3.6,2.0,ignorer,indetermine,faible,Montenegro – Construction supervision services – Preparation of the Main Design and Supervision on construction of an elementary school in Karabuško polje,"Ministry of Education, Science and Innovation","ME000, MNE, ME000, MNE",MNE,etat_administration_locale,chantier,technicien,longue_ou_residente,difficile,False,"bureau d'études en architecture et ingénierie civile, consortium d'ingénierie européen avec expérience en construction scolaire, cabinet de supervision de travaux avec expertise en gestion de chantier","Marché de supervision de construction scolaire en Monténégro, financé par la BEI. Bien que le déploiement soit réel et la durée longue, le profil est celui d'un ingénieur ou superviseur basé sur un chantier urbain (école élémentaire) en zone sécurisée, sans mobilité terrain multi-sites ni exposition à risque sûreté justifiant escorte, CPO ou véhicule blindé. Acheteur local (ministère monténégrin), marché réservé aux critères EIB, pas de besoin opérationnel de sûreté identifié.",0.85,claude-haiku-4-5-20251001,False,False,False,False,508874-2026,https://ted.europa.eu/en/notice/508874-2026/html,,2026-07-23+02:00,nouveau,inconnu,2026-07-24
2026-07-24,1.6,1.3,2.0,ignorer,indetermine,faible,North Macedonia – Electricity – Procurement of electricity,Pension and Disability Insurance Fund of North Macedonia,"MK008, MKD, MK008, MKD",MKD,etat_administration_locale,aucune,aucun,indetermine,difficile,False,"fournisseur d'électricité ou distributeur d'énergie, opérateur de réseau électrique local","Marché de fourniture d'électricité à une institution administrative locale (fonds de pension). Aucune présence physique de personnel étranger, aucune mobilité terrain, aucun déploiement opérationnel. Besoin purement logistique et administratif, sans exposition à risque sûreté justifiant escorte, CPO ou véhicule sécurisé.",0.95,claude-haiku-4-5-20251001,False,False,False,False,508795-2026,https://ted.europa.eu/en/notice/508795-2026/html,,2026-07-23+02:00,nouveau,inconnu,2026-07-24
2026-07-27,6.2,5.5,7.0,contacter,immediate,moyen,Germany – Technical assistance services – 10019362-Appui à l'adaptation de la chaîne d'approvisionnement de cacao en Côte d'Ivoire aux défis de durabilité,Deutsche Gesellschaft für Internationale Zusammenarbeit (GIZ) GmbH,"CIV, CIV",DEU,bailleur_donateur,multi_sites,expert_international,longue_ou_residente,moyenne,False,"bureau d'études en développement agricole et filières tropicales, consortium d'ONG et de consultants spécialisés en développement rural durable, opérateur de coopération technique avec expertise en certification et chaînes d'approvisionnement agricoles, bureau d'ingénierie agro-environnementale avec expérience Afrique de l'Ouest","La mission implique des experts internationaux se déplaçant régulièrement entre plusieurs coopératives et zones rurales autour de la réserve de Bossématié, en dehors des grands centres urbains, sur une durée longue (phase pluriannuelle). Ce profil multi-sites en zone semi-rurale ivoirienne justifie un besoin d'escorte ou de véhicule sécurisé pour les déplacements terrain, même si la Côte d'Ivoire n'est pas classée en zone de conflit actif. L'accessibilité commerciale est moyenne car le marché GIZ est institutionnel et souvent attribué à des consortiums qui intègrent eux-mêmes la gestion sécurité, mais une approche en sous-traitance auprès du titulaire reste possible.",0.65,claude-sonnet-4-6,True,False,False,False,516239-2026,https://ted.europa.eu/en/notice/516239-2026/html,2026-08-10T23:59:59+02:00,2026-07-27+02:00,nouveau,inconnu,2026-07-27
2026-07-27,3.1,0.8,5.5,ignorer,indetermine,faible,"France – Technical assistance services – Assistance Technique pour l’AFD à Rabat dans l'animation d'un dialogue de politique sectorielle, le suivi, la coordination du programme et la mise en œuvre d'actions Secteur de l'eau au Maroc",Agence Française de Développement,"FR101, FRA, MAR",FRA,bailleur_donateur,capitale,expert_international,longue_ou_residente,difficile,False,"Bureau d'études ou cabinet de conseil en développement international, Consortium d'ingénierie spécialisé en secteur eau et gouvernance, Opérateur technique international avec expertise en politique sectorielle","Mission de coordination et pilotage basée à Rabat (capitale sécurisée), sans mobilité terrain significative. Profil d'expert résident en environnement urbain stable, travail principalement administratif et de dialogue politique. Aucun besoin d'escorte, CPO, véhicule blindé ou déplacement multi-sites à risque identifié.",0.92,claude-haiku-4-5-20251001,False,False,False,False,518421-2026,https://ted.europa.eu/en/notice/518421-2026/html,,2026-07-27+02:00,nouveau,inconnu,2026-07-27
2026-07-30,6.2,5.5,7.0,contacter,court_terme,moyen,Germany – Services incidental to forestry – Support for protected areas as a contribution to the preservation of ecosystem services (SPACES II),Deutsche Gesellschaft für Internationale Zusammenarbeit (GIZ) GmbH,"MNG, MNG",DEU,bailleur_donateur,multi_sites,expert_international,longue_ou_residente,moyenne,False,"bureau d'études en gestion forestière et environnementale internationale, consortium d'experts en développement rural et gestion des écosystèmes, ONG internationale spécialisée en conservation et gestion durable des ressources naturelles, cabinet de conseil en politiques agricoles et forestières avec expérience Asie centrale","La mission implique des experts internationaux déployés sur plusieurs années en Mongolie, avec des déplacements probables vers des zones forestières et des aires protégées éloignées des centres urbains, potentiellement en zones rurales isolées. Le profil multi-sites en milieu naturel éloigné justifie un besoin d'accompagnement sécurisé pour les déplacements terrain, même si le niveau de risque sécuritaire en Mongolie reste modéré et que l'avis ne mentionne aucun dispositif de sécurité existant.",0.62,claude-sonnet-4-6,True,False,False,False,528254-2026,https://ted.europa.eu/en/notice/528254-2026/html,2026-08-24T23:59:59+02:00,2026-07-30+02:00,nouveau,inconnu,2026-07-30
2026-07-30,1.4,0.9,2.0,ignorer,indetermine,faible,"Spain – Ships and boats – Contrato mixto de suministro y servicios cuyo objeto consiste en el diseño, construcción, suministro y entrega de un patrullero ligero de vigilancia marítima destinado a la Marina de Camerún, para el refuerzo de la seguridad marítima de los Estados costeros del Golfo de Gui",Dirección de la Fundación para la Internacionalización de las Administraciones Públicas,"CMR, CMR",ESP,institution_ue_onu,aucune,aucun,courte_ponctuelle,difficile,False,"chantier naval ou constructeur naval européen, bureau d'études en ingénierie navale, fournisseur de systèmes de surveillance maritime","Marché de fourniture et construction d'un patrullero (navire de patrouille) pour la Marina camerounaise. Aucun déploiement de personnel étranger sur le terrain n'est mentionné ou implicite ; il s'agit d'une livraison d'équipement naval. Pas de besoin d'escorte, CPO, ou sécurisation de déplacements terrestres. Acheteur espagnol (institution publique), marché probablement réservé à des constructeurs navals établis.",0.92,claude-haiku-4-5-20251001,False,False,False,False,528391-2026,https://ted.europa.eu/en/notice/528391-2026/html,,2026-07-30+02:00,nouveau,inconnu,2026-07-30
2026-08-01,6.2,5.5,7.0,contacter,indetermine,moyen,France – Environmental issues consultancy services – Enhanced Integrated Flood Resilience and Adaptation Investment Program (EIFRAIP) – support to Component 1B and LGU participation partially contributing to Component 3,Agence Française du développement,"PHL, PHL",FRA,bailleur_donateur,multi_sites,expert_international,longue_ou_residente,moyenne,False,"bureau d'études spécialisé en gestion des risques d'inondation et adaptation climatique, consortium d'ingénierie hydraulique et environnementale à dominante européenne, cabinet de conseil en développement territorial avec expertise Asie du Sud-Est","Le programme EIFRAIP implique un déploiement d'experts internationaux aux Philippines sur plusieurs sites locaux (LGU = Local Government Units), avec des déplacements probables en zones périphériques ou côtières exposées aux aléas naturels et parfois à des tensions locales ; cela crée un besoin réel de sécurisation des déplacements terrain et d'escorte, même si le niveau de risque sécuritaire aux Philippines varie fortement selon les régions et que l'avis ne mentionne pas explicitement de dispositif de sécurité.",0.55,claude-sonnet-4-6,True,False,False,False,530773-2026,https://ted.europa.eu/en/notice/530773-2026/html,,2026-07-31+02:00,nouveau,inconnu,2026-08-01
2026-08-01,5.9,5.5,8.5,surveiller,indetermine,faible,"France – Map-making services – Elaboration de la Stratégie Nationale de Gestion Intégrée du Trait de Côte (avec feuille de route et plan d’action) de la République de Maurice, dans un contexte de changement climatiques",Agence Française du développement,"MUS, MUS",FRA,bailleur_donateur,multi_sites,expert_international,longue_ou_residente,facile,False,"bureau d'études en gestion côtière et environnement marin, consortium d'experts en planification stratégique environnementale, cabinet de conseil spécialisé en adaptation au changement climatique","Maurice est un État insulaire stable classé parmi les pays les plus sûrs d'Afrique subsaharienne et de l'océan Indien, sans contexte de conflit ni de criminalité violente significative. Bien que la mission implique des déplacements terrain le long du littoral (cartographie, relevés côtiers), le profil de risque résiduel ne justifie pas le recours à des prestations opérationnelles de sûreté telles qu'escorte armée, CPO ou véhicule blindé.",0.82,claude-sonnet-4-6,True,False,False,False,530925-2026,https://ted.europa.eu/en/notice/530925-2026/html,,2026-07-31+02:00,nouveau,inconnu,2026-08-01
2026-08-01,2.9,3.8,2.0,ignorer,indetermine,faible,Serbia – Construction supervision services – Supervision of the Works for the reconstruction and expansion of Serbian port of Bogojevo,"Ministry of Construction, Transport and Infrastructure","SRB, SRB",SRB,etat_administration_locale,chantier,technicien,longue_ou_residente,difficile,False,"Bureau d'études en ingénierie portuaire et fluviale, Consortium d'ingénierie européen spécialisé en infrastructures de transport, Superviseur de chantier international avec équipe technique mixte","Bien que le déploiement soit réel et prolongé sur un chantier portuaire en Serbie, l'acheteur est une administration locale (Ministry of Construction, Transport and Infrastructure) dans un pays de l'UE élargie avec infrastructure de sécurité publique stable. Aucune mention de risque sécuritaire, de zone sensible ou de besoin d'escorte/protection rapprochée. Le profil de risque est celui d'un chantier industriel standard en zone urbaine/semi-urbaine, sans exposition à des menaces justifiant une prestation opérationnelle de sûreté privée. Marché probablement verrouillé auprès de prestataires de supervision établis.",0.72,claude-haiku-4-5-20251001,False,False,False,False,532147-2026,https://ted.europa.eu/en/notice/532147-2026/html,,2026-07-31+02:00,nouveau,inconnu,2026-08-01
2026-08-03,6.5,5.9,7.0,contacter,court_terme,moyen,Germany – Provision of services to the community – 10030171-Appui à la gouvernance environnementale décentralisée dans les zones d'intervention du programme PADDI+,Deutsche Gesellschaft für Internationale Zusammenarbeit (GIZ) GmbH,"MDG, MDG",DEU,bailleur_donateur,multi_sites,expert_international,longue_ou_residente,moyenne,False,"bureau d'études spécialisé en gouvernance environnementale et développement rural, consortium d'ONG internationales avec expertise en gestion des aires protégées, cabinet de conseil en développement durable avec présence en Afrique subsaharienne, opérateur de développement international spécialisé en appui aux collectivités locales","Le prestataire retenu devra déployer des experts internationaux sur sept sites dispersés à travers Madagascar, dont plusieurs sont situés dans des zones rurales ou périphériques d'aires protégées éloignées des centres urbains, impliquant des déplacements réguliers en dehors de la capitale. Ce profil multi-sites en zones isolées, avec des experts étrangers exposés sur la durée, crée un besoin réel de sécurisation des déplacements terrain (véhicule sécurisé, chauffeur sécurité, protocoles d'escorte), même si Madagascar n'est pas classé en zone de conflit armé.",0.72,claude-sonnet-4-6,True,False,False,False,536012-2026,https://ted.europa.eu/en/notice/536012-2026/html,2026-08-25T23:59:59+02:00,2026-08-03+02:00,nouveau,inconnu,2026-08-03
2026-08-03,4.7,5.8,3.5,surveiller,indetermine,faible,North Macedonia – Construction-site supervision services – Supervision of repair and rehabilitation of highways,Public Entreprise for State Roads - Skopje,"MK008, MKD, MK008, MKD",MKD,etat_administration_locale,chantier,expert_international,longue_ou_residente,moyenne,False,"bureau d'études en ingénierie routière ou infrastructure de transport, consortium d'ingénierie européen spécialisé en supervision de travaux routiers, cabinet de maîtrise d'œuvre avec expérience Balkans ou Europe du Sud-Est","La mission de supervision de chantier autoroutier en Macédoine du Nord implique une présence terrain régulière d'ingénieurs ou experts internationaux sur des sites de travaux, mais le pays présente un niveau de risque sécuritaire faible à modéré sans contexte de conflit ou d'instabilité notable justifiant un dispositif d'escorte ou de protection rapprochée. Le besoin opérationnel de sûreté est peu probable dans ce contexte.",0.72,claude-sonnet-4-6,True,True,False,False,535663-2026,https://ted.europa.eu/en/notice/535663-2026/html,,2026-08-03+02:00,nouveau,inconnu,2026-08-03
2026-08-03,1.9,1.9,2.0,ignorer,indetermine,faible,Moldova – Telecommunications equipment and supplies – Echipamente întru modernizarea/ extinderea Sistemului automatizat de supraveghere a circulației rutiere „Controlul traficului”,Serviciul Tehnologii Informaționale,"MDA, MDA, MDA, MDA",MDA,etat_administration_locale,aucune,aucun,indetermine,difficile,False,"fournisseur de matériel de vidéosurveillance et de détection routière, intégrateur de systèmes de gestion du trafic, fabricant d'équipements de surveillance ANPR et radar","Marché de fourniture pure d'équipements de surveillance routière (caméras ANPR, radar, PTZ) pour un système automatisé de contrôle du trafic. Aucun déploiement de personnel étranger, aucune mobilité terrain, aucun besoin d'escorte, de protection rapprochée ou de sécurisation de déplacements. Acheteur local moldave (administration IT). Hors périmètre opérationnel Amarante.",0.95,claude-haiku-4-5-20251001,False,False,False,False,535950-2026,https://ted.europa.eu/en/notice/535950-2026/html,,2026-08-03+02:00,nouveau,inconnu,2026-08-03
2026-08-06,6.5,5.9,7.0,contacter,indetermine,moyen,France – Technical assistance services – Balanced Territorial Development Programme in Moldova,Agence Française du développement,"MDA, MDA",FRA,bailleur_donateur,multi_sites,expert_international,longue_ou_residente,moyenne,False,"bureau d'études en développement territorial ou aménagement du territoire, consortium d'assistance technique européen spécialisé en gouvernance locale, cabinet de conseil en développement régional avec expertise Europe de l'Est","Un programme d'assistance technique résidente en Moldavie implique probablement le déploiement d'experts internationaux sur plusieurs sites à travers le territoire moldave, y compris potentiellement des zones proches de la Transnistrie ou de la frontière ukrainienne, créant un besoin réel de sécurisation des déplacements terrain et d'accompagnement véhiculé. La Moldova reste un pays à risque modéré mais avec des zones de tension frontalière actives, ce qui peut justifier une prestation d'escorte ou de chauffeur sécurité pour les experts déployés.",0.62,claude-sonnet-4-6,True,False,False,False,537928-2026,https://ted.europa.eu/en/notice/537928-2026/html,,2026-08-04+02:00,nouveau,inconnu,2026-08-06
2026-08-06,6.5,5.9,7.0,contacter,indetermine,moyen,"Germany – Foreign economic-aid-related services – 81322138-Apoyo técnico en los sectores de gobernanza climática, conservación de la biodiversidad y bosques y finanzas sostenibles",Deutsche Gesellschaft für Internationale Zusammenarbeit (GIZ) GmbH,"PER, PER",DEU,bailleur_donateur,multi_sites,expert_international,longue_ou_residente,moyenne,False,"bureau d'études en développement durable et gouvernance environnementale, consultant international spécialisé en finance climatique et politiques publiques, consortium d'assistance technique en gestion forestière et biodiversité amazonienne","Le projet ProAmbiente implique des déplacements en région amazonienne péruvienne, zone potentiellement isolée et exposée à des risques liés au narcotrafic et aux conflits fonciers, justifiant un besoin d'escorte ou de véhicule sécurisé pour les experts internationaux en mission terrain. La durée longue des deux projets (jusqu'en 2028) et la nature multi-sites des activités renforcent la probabilité d'un besoin opérationnel récurrent, même si la composante CAPAC, centrée sur les ministères à Lima, reste essentiellement sédentaire.",0.62,claude-sonnet-4-6,True,False,False,False,544948-2026,https://ted.europa.eu/en/notice/544948-2026/html,,2026-08-06+02:00,nouveau,inconnu,2026-08-06
2026-08-06,6.2,5.5,7.0,contacter,court_terme,moyen,Germany – Foreign economic-aid-related services – 10016823 - Technical Assistance for Digital Public Infrastructure Projects in the East African Community,Deutsche Gesellschaft für Internationale Zusammenarbeit (GIZ) GmbH,"TZA, TZA",DEU,bailleur_donateur,multi_sites,expert_international,longue_ou_residente,moyenne,False,"cabinet de conseil en transformation numérique et gouvernance digitale avec expérience Afrique de l'Est, consortium d'assistance technique spécialisé en e-gouvernement et paiements numériques, bureau d'études en développement du secteur privé numérique avec présence régionale EAC, opérateur de coopération technique européen avec expertise en intégration régionale africaine","Le projet déploie des experts internationaux sur quatre pays d'Afrique de l'Est (Tanzanie, Kenya, Ouganda, Rwanda) sur une durée de quatre ans, avec des déplacements réguliers entre capitales et potentiellement vers des sites secondaires. Ce profil multi-sites et longue durée crée un besoin réel de sécurisation des déplacements (chauffeur sécurité, véhicule adapté, escorte ponctuelle selon les zones), même si le niveau de risque reste modéré dans ces capitales. L'opportunité est réelle mais concurrentielle, car GIZ dispose souvent de prestataires de sécurité référencés et le titulaire de l'assistance technique peut gérer lui-même ce volet.",0.62,claude-sonnet-4-6,True,False,False,False,539478-2026,https://ted.europa.eu/en/notice/539478-2026/html,2026-08-24T23:59:59+02:00,2026-08-04+02:00,nouveau,inconnu,2026-08-06
2026-08-06,5.9,5.5,7.0,surveiller,court_terme,faible,Germany – Foreign economic-aid-related services – 10025199-Applying the Problem-Driven Iterative Adaptation approach to strenghten governance in the water sector in Lesotho,Deutsche Gesellschaft für Internationale Zusammenarbeit (GIZ) GmbH,"LSO, LSO",DEU,bailleur_donateur,multi_sites,expert_international,longue_ou_residente,moyenne,False,"bureau d'études spécialisé en gouvernance de l'eau et gestion intégrée des bassins versants, consortium d'assistance technique en développement rural et gestion des ressources naturelles, expert résident en politiques environnementales et coordination institutionnelle pour l'Afrique australe","Le marché porte sur une assistance technique en gouvernance de l'eau au Lesotho, pays classé comme stable et à risque sécuritaire modéré. Les experts déployés travailleront principalement en coordination institutionnelle et en appui programmatique, avec des déplacements sur des bassins versants ruraux, mais sans contexte de conflit ou d'insécurité active justifiant un dispositif d'escorte, de CPO ou de véhicule sécurisé.",0.72,claude-sonnet-4-6,True,False,False,False,538130-2026,https://ted.europa.eu/en/notice/538130-2026/html,2026-08-26T23:59:59+02:00,2026-08-04+02:00,nouveau,inconnu,2026-08-06
2026-08-06,5.9,5.5,7.0,surveiller,immediate,faible,Germany – Environmental planning – 10015490-Development of a green corridor project and street design training in Dakar,Deutsche Gesellschaft für Internationale Zusammenarbeit (GIZ) GmbH,"SEN, SEN",DEU,bailleur_donateur,multi_sites,expert_international,longue_ou_residente,moyenne,False,"bureau d'études en mobilité urbaine et planification des transports, consortium d'ingénierie urbaine européen spécialisé en développement durable, cabinet de conseil en aménagement urbain avec expérience Afrique subsaharienne, ONG ou think tank spécialisé en mobilité douce et transition énergétique","La mission se déroule à Dakar, capitale sénégalaise disposant d'une infrastructure urbaine relativement stable et d'un niveau de risque sécuritaire modéré pour des experts internationaux travaillant en milieu institutionnel. Les déplacements prévus restent intra-urbains dans la métropole dakaroise, sans indication de zones isolées, frontalières ou à haute tension, ce qui ne génère pas de besoin opérationnel fort en escorte armée, CPO ou véhicule blindé.",0.72,claude-sonnet-4-6,True,False,False,False,544688-2026,https://ted.europa.eu/en/notice/544688-2026/html,2026-08-20T23:59:59+02:00,2026-08-06+02:00,nouveau,inconnu,2026-08-06
2026-08-06,5.4,4.8,6.0,surveiller,indetermine,faible,New Caledonia – Construction work for dams and similar fixed structures – STEP de Tontouta - Nouvelle Calédonie,Société Néo-Calédonienne d'Energie,"NCL, FR105, FRA",NCL,entreprise_privee,chantier,technicien,longue_ou_residente,difficile,False,"consortium d'ingénierie hydraulique et génie civil spécialisé en ouvrages hydroélectriques, bureau d'études en énergie renouvelable et stockage par pompage-turbinage, groupement EPC international avec capacité de conception et réalisation d'infrastructures lourdes","Le projet se déroule en Nouvelle-Calédonie, territoire français d'outre-mer classé comme zone à risque sécuritaire faible pour les standards d'Amarante. Bien qu'il implique un déploiement physique long sur chantier avec des techniciens internationaux, l'environnement sécuritaire local ne génère pas de besoin opérationnel d'escorte, de protection rapprochée ou de véhicule sécurisé justifiant une prestation commerciale.",0.85,claude-sonnet-4-6,True,False,False,False,538595-2026,https://ted.europa.eu/en/notice/538595-2026/html,,2026-08-04+02:00,nouveau,inconnu,2026-08-06
2026-08-06,1.9,1.9,2.0,ignorer,indetermine,faible,Moldova – Telecommunications equipment – Echipament de telecomunicații,IP STISC,"MDA, MDA",MDA,etat_administration_locale,aucune,aucun,indetermine,difficile,False,"fournisseur de systèmes de télécommunications et de gestion centralisée, intégrateur de solutions IT de sécurité informatique","Marché de fourniture d'équipements de télécommunications et de système de gestion centralisé des logs (sécurité informatique). Aucune présence physique terrain, aucun déploiement de personnel, aucun besoin d'escorte, protection rapprochée ou sécurisation de déplacements. Acheteur local moldave (IP STISC), marché fermé aux prestataires de sûreté opérationnelle.",0.95,claude-haiku-4-5-20251001,False,False,False,False,544614-2026,https://ted.europa.eu/en/notice/544614-2026/html,,2026-08-06+02:00,nouveau,inconnu,2026-08-06
